42.6694	0.021	-0.089	-0.131	-0.3044
42.6584	-0.181	0.05	0.042	-0.296
42.6333	-0.257	0.215	0.052	-0.2854
42.6944	-0.14	0.27	0.058	-0.2737
42.7439	-0.073	0.219	0.025	-0.2686
42.7806	0.075	0.085	0.023	-0.2638
42.8729	0.25	-0.067	0.144	-0.2349
42.9752	0.242	-0.174	0.179	-0.199
43.0421	0.135	-0.12	0.088	-0.1813
43.0081	0.144	-0.123	-0.056	-0.1925
42.9217	-0.049	0.085	-0.034	-0.1992
42.8489	-0.228	0.157	-0.011	-0.2013
42.7722	-0.219	0.207	-0.074	-0.216
42.7324	-0.184	0.102	-0.052	-0.2262
42.7793	-0.153	-0.207	0.004	-0.2252
42.8365	-0.17	-0.204	0.09	-0.2072
42.8775	0.011	-0.155	0.089	-0.1892
42.9	0.158	-0.11	0.08	-0.1731
42.9119	0.138	0.025	0.067	-0.1597
42.8858	0.239	0.05	-0.048	-0.1692
42.8	0.238	-0.031	-0.225	-0.2142
42.566	0.084	-0.05	-0.428	-0.2997
42.4417	-0.119	-0.079	-0.338	-0.3673
42.4605	-0.268	-0.118	-0.154	-0.398
42.5099	-0.309	-0.135	0.001	-0.3976
42.5826	-0.326	-0.079	0.163	-0.365
42.657	-0.093	0.111	0.262	-0.3125
42.7228	0.09	0.203	0.194	-0.2736
42.7799	0.27	0.301	0.07	-0.2596
42.7989	0.132	0.314	-0.089	-0.2772
42.8127	0.021	0.276	-0.093	-0.2958
42.8476	-0.097	0.105	-0.009	-0.2976
42.9294	-0.058	-0.161	0.194	-0.2588
43.0092	-0.067	-0.318	0.354	-0.1879
43.0269	-0.081	-0.209	0.356	-0.1166
43.1035	-0.102	-0.093	0.338	-0.0489
43.159	0.044	0.108	0.263	0.0038
43.1517	0.188	0.1	0.116	0.0271
43.1157	0.257	0.073	0.017	0.0306
43.0974	0.305	-0.108	0.01	0.0328
43.1327	0.407	-0.267	0.041	0.0411
43.1862	0.31	-0.238	0.09	0.0593
43.2447	0.073	-0.329	0.158	0.0909
43.3026	-0.11	-0.305	0.219	0.1347
43.3464	-0.36	-0.27	0.203	0.1755
43.3786	-0.407	-0.204	0.175	0.2105
43.4083	-0.144	0.003	0.163	0.2432
43.4146	-0.08	0.128	0.117	0.2667
43.3921	0.351	0.179	0.005	0.2677
43.4254	0.466	0.085	-0.063	0.2551
43.4707	0.466	0.088	-0.091	0.2369
43.5489	0.081	0.149	-0.06	0.225
43.6356	-0.162	-0.102	0.023	0.2298
43.7319	-0.465	0.195	0.154	0.2606
43.7791	-0.564	0.149	0.068	0.2743
43.8195	-0.505	0.086	-0.009	0.2727
43.818	-0.036	0.046	-0.092	0.2543
43.7897	0.186	0.079	-0.103	0.2338
43.8263	0.533	-0.002	-0.004	0.2332
43.9987	0.363	0.094	0.104	0.254
44.1655	0.137	-0.046	0.129	0.2798
44.2443	-0.089	-0.033	0.087	0.2974
44.273	-0.212	-0.056	0.093	0.316
44.2474	-0.271	-0.153	0.043	0.3248
44.2057	-0.25	0.03	-0.016	0.3216
44.1534	-0.21	0.076	-0.057	0.3104
44.1318	-0.024	0.107	-0.018	0.307
44.1094	-0.068	0.063	-0.002	0.3066
44.0509	-0.127	0.14	-0.069	0.293
44.0105	-0.19	-0.158	-0.082	0.2767
43.9911	-0.174	-0.008	-0.151	0.2467
43.9815	-0.247	0.027	-0.119	0.223
43.9296	-0.34	0.045	-0.087	0.2058
43.9216	-0.379	0.147	0.03	0.2118
43.9507	-0.205	0.202	0.11	0.2339
43.9975	-0.213	0.116	0.083	0.2507
44.0506	-0.073	0.167	0.059	0.2627
44.0925	-0.031	0.125	0.085	0.2799
44.1015	-0.062	-0.031	0.053	0.2905
44.1222	0.094	-0.104	0.07	0.3047
44.1857	0.16	-0.167	-0.053	0.2942
44.2721	0.343	-0.271	-0.043	0.2857
44.368	0.25	-0.115	0.068	0.2993
44.4509	0.258	-0.166	0.098	0.3191
44.4729	0.119	0.014	0.156	0.3505
44.4943	0.171	-0.058	0.176	0.3858
44.5443	0.219	0.063	0.162	0.4183
44.6298	0.443	0.098	0.139	0.4462
44.6837	0.651	-0.016	0.086	0.4635
44.7248	0.609	-0.169	0.039	0.4714
44.8074	0.412	-0.259	0.092	0.4899
44.8212	0.112	-0.095	0.068	0.5036
44.8276	-0.023	0.003	0.103	0.5243
44.7657	-0.061	0.146	-0.02	0.5204
44.693	-0.102	0.193	-0.176	0.4853
44.6454	0.022	0.276	-0.242	0.4369
44.5898	0.226	0.139	-0.344	0.3681
44.5646	0.192	0.035	-0.342	0.2998
44.5	0.088	-0.094	-0.348	0.2303
44.4236	-0.088	-0.066	-0.288	0.1727
44.3552	-0.403	0.068	-0.197	0.1334
44.2331	-0.42	0.171	-0.271	0.0793
44.0902	-0.433	0.302	-0.348	0.0099
43.9375	-0.236	0.173	-0.437	-0.0773
43.7981	-0.044	0.032	-0.507	-0.1786
43.6958	-0.143	0.022	-0.438	-0.2661
43.6124	0.089	0.01	-0.302	-0.3265
43.5814	0.049	0.048	-0.108	-0.3481
43.5658	0.11	0.072	-0.012	-0.3503
43.5684	0.27	0.159	0.057	-0.3389
43.526	0.178	0.155	-0.007	-0.3402
43.4506	-0.215	0.095	-0.104	-0.3609
43.409	-0.389	0.254	-0.062	-0.3731
43.3872	-0.532	0.089	-0.015	-0.376
43.3855	-0.574	-0.081	-0.005	-0.3769
43.4175	-0.31	-0.106	0.036	-0.3697
43.4952	0.055	-0.07	0.115	-0.3466
43.6424	0.355	-0.196	0.208	-0.3049
43.9051	0.235	-0.178	0.349	-0.235
43.9225	0.079	-0.118	0.328	-0.1693
