39.39893394	142.0696408	37.5441	0.096	0.238	-0.238	-0.116
39.39893404	142.0696414	37.5036	-0.037	0.268	-0.217	-0.1593
39.39893374	142.0696419	37.4743	-0.298	0.195	-0.184	-0.196
39.39893318	142.0696426	37.4708	-0.272	0.183	-0.081	-0.2121
39.39893253	142.0696431	37.4985	-0.265	0.185	0.039	-0.2043
39.39893215	142.0696436	37.5418	-0.09	0.149	0.136	-0.177
39.39893207	142.069644	37.6063	0.206	0.112	0.25	-0.1269
39.39893229	142.069644	37.634	0.267	0.096	0.184	-0.09
39.39893261	142.069644	37.6668	0.262	-0.122	0.163	-0.0573
39.39893289	142.0696437	37.6616	0.073	-0.18	0.042	-0.0489
39.39893294	142.0696432	37.6424	-0.066	-0.194	-0.037	-0.0563
39.39893263	142.069643	37.6508	-0.305	-0.012	-0.021	-0.0604
39.39893196	142.0696432	37.6806	-0.291	0.256	0.058	-0.0488
39.39893133	142.0696436	37.7187	-0.207	0.148	0.169	-0.0149
39.39893103	142.0696439	37.7354	-0.025	0.119	0.114	0.0081
39.39893108	142.0696441	37.7542	0.165	0.05	0.092	0.0266
39.39893128	142.0696442	37.7679	0.173	-0.039	0.079	0.0425
39.39893156	142.069644	37.7745	0.242	-0.221	0.047	0.052
39.39893187	142.0696435	37.7498	0.12	-0.231	-0.049	0.0424
39.39893181	142.0696432	37.7374	-0.141	-0.08	-0.048	0.0329
39.39893142	142.0696433	37.7552	-0.127	0.154	0.057	0.0445
39.39893117	142.0696438	37.763	-0.111	0.172	0.028	0.0501
39.39893122	142.0696443	37.7724	0.067	0.228	0.053	0.0607
39.39893157	142.0696444	37.7807	0.274	-0.091	0.047	0.0703
39.39893208	142.0696442	37.7809	0.26	-0.307	0.038	0.0779
39.39893247	142.0696434	37.7776	0.186	-0.304	0.027	0.0835
39.39893268	142.069643	37.7864	-0.11	-0.16	0.051	0.0938
39.39893237	142.0696428	37.8086	-0.284	-0.038	0.099	0.1137
39.39893188	142.069643	37.8272	-0.12	0.206	0.084	0.1305
39.39893132	142.0696434	37.8283	-0.261	0.076	0.025	0.1356
39.39893092	142.0696436	37.7908	-0.226	0.131	-0.126	0.1104
39.3989306	142.0696436	37.7131	-0.19	-0.085	-0.294	0.0517
39.39893047	142.0696434	37.5926	0.037	-0.203	-0.464	-0.041
39.39893077	142.0696432	37.4479	0.168	-0.077	-0.609	-0.1628
39.3989308	142.0696431	37.311	0.011	-0.035	-0.643	-0.2913
39.39893045	142.0696433	37.2143	-0.36	0.059	-0.509	-0.3929
39.39892971	142.0696437	37.1435	-0.473	0.09	-0.411	-0.4751
39.39892894	142.069644	37.0948	-0.388	0.095	-0.297	-0.5344
39.39892807	142.0696443	37.0628	-0.353	-0.011	-0.22	-0.5784
39.3989273	142.0696445	37.0617	-0.187	0.075	-0.102	-0.5987
39.39892685	142.0696447	37.0693	-0.141	0.061	-0.013	-0.6012
39.39892651	142.069645	37.1168	-0.107	0.096	0.136	-0.5739
39.39892628	142.0696453	37.1709	-0.129	0.054	0.182	-0.5374
39.398926	142.0696454	37.2349	-0.011	0.096	0.246	-0.4882
39.39892556	142.0696456	37.3146	-0.331	0.066	0.309	-0.4263
39.39892497	142.0696458	37.3838	-0.331	-0.044	0.3	-0.3661
39.39892436	142.0696458	37.44	-0.228	-0.064	0.239	-0.3183
39.39892366	142.0696459	37.4899	-0.295	0.016	0.211	-0.2761
39.39892325	142.0696461	37.5265	-0.057	0.142	0.176	-0.2409
39.39892321	142.0696464	37.5614	0.139	0.07	0.172	-0.2063
39.39892361	142.0696466	37.6016	0.332	0.107	0.176	-0.1709
39.39892416	142.0696467	37.6507	0.373	0.024	0.219	-0.1271
39.39892457	142.0696467	37.7017	0.355	-0.038	0.24	-0.079
39.39892489	142.0696465	37.7453	0.164	-0.11	0.216	-0.0358
39.39892501	142.0696463	37.7945	0.136	0.002	0.24	0.0123
39.39892496	142.0696462	37.8531	-0.034	0.043	0.295	0.0714
39.39892469	142.0696465	37.9098	-0.037	0.134	0.309	0.1332
39.39892455	142.0696468	37.9636	0.03	0.094	0.298	0.1928
39.39892466	142.0696473	38.0613	0.121	0.106	0.424	0.2777
39.39892494	142.0696473	38.1775	0.274	-0.08	0.522	0.3821
39.39892518	142.0696468	38.2738	0.42	-0.269	0.496	0.4815
39.39892566	142.069646	38.334	0.294	-0.485	0.373	0.5562
39.39892605	142.0696449	38.3683	0.383	-0.275	0.258	0.6079
39.39892662	142.0696442	38.3337	0.262	-0.249	-0.008	0.6063
39.39892699	142.0696441	38.2783	0.147	0.068	-0.136	0.5791
39.39892698	142.0696446	38.2354	0.007	0.298	-0.175	0.5441
39.39892667	142.0696456	38.1802	-0.186	0.421	-0.249	0.4944
39.3989264	142.0696464	38.0828	-0.146	0.276	-0.39	0.4164
39.39892618	142.0696466	37.9754	0.029	-0.057	-0.485	0.3195
39.39892609	142.0696462	37.8458	-0.203	-0.338	-0.556	0.2084
39.39892612	142.069645	37.7107	0.158	-0.624	-0.595	0.0896
39.39892677	142.0696435	37.5587	0.437	-0.593	-0.672	-0.0448
39.3989275	142.0696427	37.47	0.521	-0.182	-0.487	-0.1422
39.39892833	142.069643	37.4459	0.498	0.267	-0.29	-0.2
39.39892893	142.0696441	37.4598	0.413	0.465	-0.052	-0.2103
39.39892929	142.0696453	37.488	0.148	0.49	0.061	-0.198
39.39892934	142.0696465	37.5021	-0.074	0.471	0.063	-0.1852
39.3989291	142.069647	37.4646	-0.187	0.016	-0.118	-0.2087
39.39892851	142.0696468	37.4131	-0.317	-0.259	-0.222	-0.2531
39.39892789	142.069646	37.3637	-0.17	-0.344	-0.224	-0.2978
39.39892754	142.069645	37.2911	-0.063	-0.385	-0.309	-0.3596
39.39892752	142.0696444	37.2491	0.061	-0.14	-0.208	-0.4011
39.39892754	142.0696446	37.2612	0.115	0.296	-0.026	-0.4061
39.39892756	142.0696453	37.3107	0.091	0.307	0.165	-0.373
39.39892766	142.0696461	37.3377	-0.012	0.355	0.153	-0.3424
39.39892728	142.0696466	37.3905	-0.234	0.186	0.227	-0.297
39.3989266	142.0696468	37.4539	-0.317	-0.102	0.279	-0.2411
39.39892581	142.0696464	37.5384	-0.45	-0.264	0.381	-0.1647
39.39892511	142.0696456	37.6209	-0.353	-0.378	0.386	-0.0874
39.39892423	142.0696451	37.7265	-0.37	-0.149	0.483	0.0092
39.39892333	142.0696448	37.8076	-0.42	-0.096	0.451	0.0994
39.39892263	142.0696449	37.8754	-0.386	-0.043	0.351	0.1696
39.39892221	142.0696452	37.91	-0.142	0.177	0.223	0.2144
39.39892213	142.0696456	37.8805	-0.011	0.057	-0.045	0.2054
39.39892235	142.0696458	37.8297	0.265	0.054	-0.161	0.1734
39.39892268	142.069646	37.7607	0.251	0.123	-0.28	0.1175
39.39892297	142.0696461	37.7034	0.187	0.112	-0.261	0.0655
39.39892303	142.0696467	37.698	0.044	0.309	-0.08	0.0496
39.39892267	142.0696476	37.7411	-0.228	0.386	0.13	0.0757
