39.39922804	142.0695624	41.4263	-0.051	-0.139	0.744	-0.0044
39.39922785	142.0695616	41.5516	-0.171	-0.411	0.7	0.1357
39.3992274	142.0695603	41.6147	-0.322	-0.527	0.491	0.2339
39.39922666	142.0695588	41.6256	-0.476	-0.557	0.243	0.2825
39.39922614	142.0695574	41.6438	-0.298	-0.594	0.19	0.3205
39.39922603	142.0695561	41.6283	0.17	-0.439	0.086	0.3378
39.39922638	142.0695552	41.5998	0.295	-0.12	-0.038	0.3302
39.39922704	142.0695549	41.5503	0.415	-0.078	-0.132	0.3037
39.39922762	142.0695548	41.5412	0.258	-0.121	-0.138	0.2763
39.3992279	142.069555	41.5776	-0.129	-0.053	-0.049	0.2664
39.39922768	142.0695549	41.6284	-0.31	-0.244	0.043	0.275
39.39922705	142.0695547	41.6852	-0.466	-0.288	0.09	0.293
39.39922605	142.0695544	41.7525	-0.475	-0.275	0.112	0.3154
39.3992252	142.069554	41.8221	-0.215	-0.24	0.109	0.3373
39.39922473	142.0695539	41.8842	-0.054	-0.245	0.068	0.3508
39.39922488	142.0695536	41.9165	0.134	-0.114	0	0.3509
39.39922573	142.0695534	41.868	0.533	0.173	-0.117	0.3274
39.39922654	142.0695538	41.8204	0.307	0.262	-0.201	0.2873
39.39922707	142.0695543	41.7787	0.071	0.401	-0.125	0.2623
39.39922728	142.0695553	41.7616	-0.017	0.338	-0.08	0.2463
39.39922714	142.0695559	41.7705	-0.203	0.205	0.001	0.2465
39.3992269	142.069556	41.7528	-0.122	-0.042	-0.093	0.2279
39.39922672	142.0695556	41.7134	-0.098	-0.397	-0.188	0.1903
39.3992268	142.0695548	41.6666	0.06	-0.383	-0.253	0.1398
39.39922718	142.0695542	41.6217	0.273	-0.165	-0.198	0.1003
39.39922788	142.069554	41.5561	0.478	0.086	-0.251	0.05
39.39922855	142.0695546	41.5647	0.368	0.456	-0.057	0.0386
39.39922897	142.0695559	41.5607	0.157	0.76	0.037	0.0461
39.39922901	142.0695575	41.5898	0.003	0.682	0.109	0.0679
39.399229	142.0695593	41.6098	-0.018	0.763	0.053	0.0785
39.3992287	142.0695604	41.6653	0.013	0.356	-0.092	0.0601
39.39922848	142.0695608	41.7153	0.018	0.149	-0.15	0.0301
39.39922838	142.0695609	41.7208	-0.051	-0.04	-0.142	0.0019
39.39922833	142.0695606	41.6699	-0.164	-0.157	-0.183	-0.0348
39.39922815	142.0695603	41.6495	-0.034	0	-0.12	-0.0587
39.399228	142.0695608	41.6905	0.012	0.271	0.037	-0.0512
39.39922794	142.0695616	41.7501	0.004	0.228	0.198	-0.0116
39.39922798	142.0695623	41.8043	0.044	0.35	0.217	0.0319
39.3992282	142.0695628	41.8241	0.171	0.167	0.141	0.0602
39.39922853	142.0695631	41.8092	0.095	-0.112	0.074	0.075
39.39922872	142.0695631	41.8023	-0.016	-0.158	0.056	0.0863
39.39922842	142.0695626	41.826	-0.271	-0.338	0.128	0.112
39.39922788	142.0695616	41.8204	-0.345	-0.556	0.049	0.1218
39.39922725	142.0695605	41.7977	-0.231	-0.487	-0.003	0.1213
39.39922677	142.0695595	41.7755	-0.115	-0.186	0.022	0.1257
39.39922667	142.0695589	41.7342	0.098	-0.033	-0.054	0.1149
39.3992267	142.0695586	41.7052	0.11	0.015	-0.112	0.0925
39.39922691	142.0695588	41.6233	0.031	0.368	-0.283	0.0359
39.39922697	142.0695594	41.5781	-0.073	0.186	-0.302	-0.0245
39.39922664	142.06956	41.5605	-0.359	0.037	-0.17	-0.0584
39.39922607	142.0695603	41.5578	-0.351	0.022	-0.044	-0.067
39.3992255	142.0695601	41.5716	-0.32	-0.284	0.006	-0.0658
39.39922512	142.0695598	41.6207	-0.143	-0.119	0.126	-0.0406
39.39922493	142.0695592	41.6545	-0.064	-0.284	0.07	-0.0267
39.39922515	142.0695585	41.6431	0.258	-0.222	-0.092	-0.0451
39.39922581	142.0695582	41.605	0.394	0.051	-0.201	-0.0853
39.39922663	142.0695587	41.5923	0.398	0.282	-0.13	-0.1112
39.39922727	142.0695595	41.5691	0.406	0.532	-0.115	-0.1342
39.39922784	142.0695608	41.5851	0.257	0.403	-0.013	-0.1368
39.39922803	142.0695618	41.6056	-0.103	0.242	0.012	-0.1344
39.39922783	142.0695624	41.6288	-0.177	0.105	-0.008	-0.1359
39.3992274	142.0695626	41.6645	-0.199	-0.088	0.014	-0.133
39.39922724	142.0695623	41.7043	0.024	-0.101	0.037	-0.1255
39.3992274	142.0695621	41.7432	0.079	-0.291	0.058	-0.1139
39.39922795	142.0695621	41.7669	0.405	0.07	0.083	-0.0972
39.39922873	142.0695619	41.7541	0.418	-0.14	0.068	-0.0836
39.39922943	142.0695617	41.7414	0.21	0.072	0.052	-0.0733
39.39922957	142.0695619	41.7441	-0.129	0.136	0.051	-0.0631
39.39922909	142.0695621	41.7602	-0.457	0.192	0.066	-0.0499
39.39922799	142.0695626	41.8364	-0.798	0.113	0.164	-0.0169
39.39922655	142.0695632	41.9001	-0.655	0.007	0.13	0.0091
39.39922513	142.0695636	41.9749	-0.494	-0.012	0.102	0.0296
39.39922461	142.0695635	42.016	0.02	-0.201	0.02	0.0337
39.39922493	142.0695632	42.0296	0.399	-0.182	-0.047	0.0242
39.39922599	142.0695626	41.9307	0.508	-0.279	-0.259	-0.0275
39.39922693	142.069562	41.8697	0.335	-0.056	-0.135	-0.0545
39.39922722	142.0695615	41.8447	0.005	0.105	0.117	-0.0311
39.399227	142.0695611	41.8741	-0.38	-0.1	0.361	0.0412
39.39922614	142.0695607	41.9573	-0.657	-0.121	0.511	0.1434
39.39922514	142.0695599	41.9674	-0.674	-0.308	0.307	0.2048
39.39922445	142.0695593	41.9314	-0.359	-0.208	0.083	0.2216
39.39922428	142.0695586	41.9007	0.036	-0.256	-0.055	0.2106
39.39922465	142.0695583	41.8548	0.44	-0.014	-0.183	0.174
39.39922559	142.0695581	41.7564	0.437	-0.074	-0.332	0.1076
39.39922635	142.0695583	41.6875	0.297	0.063	-0.351	0.0374
39.39922677	142.0695585	41.6136	-0.003	0.044	-0.37	-0.0366
39.39922655	142.0695588	41.586	-0.232	0.043	-0.218	-0.0802
39.39922595	142.0695588	41.5748	-0.379	-0.08	-0.12	-0.1042
39.39922527	142.0695587	41.5837	-0.338	-0.103	-0.039	-0.112
39.39922488	142.0695586	41.6123	-0.069	-0.066	0.02	-0.1079
39.3992251	142.0695588	41.6615	0.303	0.135	0.109	-0.0861
39.39922578	142.0695591	41.6876	0.529	0.115	0.052	-0.0757
39.39922668	142.0695594	41.6742	0.508	0.227	-0.031	-0.0818
39.39922754	142.0695599	41.6759	0.383	0.161	-0.006	-0.083
