44.9291	0.075	0.064	0.012	-0.7515
44.9604	0.108	-0.045	-0.093	-0.7701
44.9204	-0.142	-0.435	-0.219	-0.8139
44.8861	-0.15	-0.243	-0.211	-0.8559
44.9091	-0.282	-0.24	-0.167	-0.8892
45.0618	-0.291	-0.061	0.012	-0.8867
45.0637	-0.257	0.044	0.013	-0.884
45.0787	-0.234	0.137	-0.097	-0.9033
45.1612	-0.045	0.267	-0.184	-0.9401
45.2285	-0.119	0.13	-0.253	-0.9906
45.3168	-0.21	-0.038	-0.211	-1.0327
45.3392	-0.238	-0.088	-0.165	-1.0655
45.3248	-0.152	-0.147	-0.139	-1.0932
45.3441	-0.163	-0.292	-0.037	-1.1005
45.3618	0.052	-0.113	0.009	-1.0986
45.4201	0.189	0.094	0.056	-1.0873
45.5485	0.089	0.114	0.177	-1.0519
45.6095	0.113	0.044	0.211	-1.0097
45.6661	0.113	0.092	0.223	-0.965
45.7897	-0.052	-0.008	0.399	-0.8851
45.9333	0.058	-0.076	0.477	-0.7896
46.105	0.033	-0.141	0.464	-0.6966
46.2932	0.188	-0.134	0.418	-0.6129
46.4721	0.222	-0.043	0.379	-0.5371
46.6086	0.287	-0.219	0.238	-0.4895
46.7184	0.278	0.077	0.113	-0.4667
46.8499	0.459	0.351	0.156	-0.4355
46.9809	0.376	0.533	0.194	-0.3966
47.1289	0.068	0.428	0.247	-0.3471
47.4045	0.071	0.538	0.365	-0.2741
47.7173	-0.064	0.317	0.473	-0.1794
48.0411	0.131	0.091	0.564	-0.0666
48.3728	0.464	0.093	0.635	0.0605
48.7204	0.398	0.07	0.704	0.2015
49.0239	0.225	-0.06	0.724	0.3464
49.3094	0.327	0.091	0.732	0.4929
49.5814	0.207	0.187	0.736	0.6402
49.814	-0.204	0.137	0.711	0.7825
50.0085	-0.339	0.305	0.668	0.9163
50.1584	-0.743	0.078	0.591	1.0345
50.2531	-0.678	-0.001	0.475	1.1296
50.3279	-0.41	-0.254	0.38	1.2058
50.3758	-0.301	-0.356	0.284	1.2626
50.2521	-0.192	-0.433	-0.019	1.2588
50.157	-0.175	-0.292	-0.221	1.2148
50.14	-0.404	-0.132	-0.248	1.1653
50.1364	-0.381	-0.083	-0.244	1.1166
50.1218	-0.28	-0.135	-0.248	1.0671
49.5607	-0.312	-0.162	-0.487	0.9699
48.278	-0.234	-0.212	-0.541	0.8617
47.5401	-0.231	-0.035	-0.448	0.7721
47.0775	-0.041	-0.126	-0.307	0.7108
46.7682	0.061	-0.287	-0.188	0.6732
46.5527	0.129	-0.32	-0.152	0.643
46.3765	0.446	-0.294	-0.2	0.6031
46.2304	0.469	-0.183	-0.164	0.5704
46.0383	0.548	0.045	-0.202	0.5301
45.8769	0.387	0.03	-0.153	0.4996
45.7187	0.289	0.202	-0.13	0.4736
45.5726	0.102	0.076	-0.233	0.4272
45.4858	0.126	0.101	-0.381	0.351
45.3797	0	-0.101	-0.492	0.2527
45.2786	0.015	-0.111	-0.498	0.1531
45.1868	0.084	-0.031	-0.427	0.0679
45.0952	0.194	0.056	-0.249	0.0182
45.0514	0.182	0.279	-0.062	0.0059
45.0979	0.149	0.207	0.152	0.0364
45.2049	-0.142	-0.018	0.265	0.0895
45.2346	-0.347	-0.094	0.234	0.1364
45.1979	-0.492	-0.047	0.091	0.1548
45.1646	-0.367	-0.121	0.048	0.1646
45.1346	-0.14	-0.229	0.024	0.1695
45.0914	-0.131	-0.003	0.016	0.1729
45.0385	0.118	0.161	-0.006	0.1718
45.0313	0.021	0.091	0.075	0.1868
45.1207	0.087	0.249	0.096	0.2061
45.2372	0.035	0.267	0.075	0.2213
45.3484	0.111	0.177	0.034	0.2282
45.4767	-0.108	0.086	0.059	0.2402
45.6183	-0.032	-0.045	0.112	0.2626
45.6773	-0.103	-0.048	0.058	0.2743
45.7321	-0.072	0.132	0.06	0.2864
45.8262	-0.069	0.182	0.159	0.3183
45.8189	0.025	0.256	0.121	0.3425
45.7601	0.419	0.316	0.027	0.3481
45.6706	0.525	0.384	-0.103	0.3276
45.538	0.564	0.4	-0.273	0.2731
45.4392	0.312	0.4	-0.351	0.203
45.5595	-0.376	0.079	-0.171	0.1688
45.7437	-0.377	-0.055	0.069	0.1827
45.8785	-0.264	-0.128	0.147	0.2123
